Lipid ID	Level	Name	Abbreviation*	Synonyms*	Lipid class*	Parent	Components*	SMILES (pH7.3)	InChI (pH7.3)	InChI key (pH7.3)	Formula (pH7.3)	Charge (pH7.3)	Mass (pH7.3)	Exact Mass (neutral form)	Exact m/z of [M.]+	Exact m/z of [M+H]+	Exact m/z of [M+K]+	Exact m/z of [M+Na]+	Exact m/z of [M+Li]+	Exact m/z of [M+NH4]+	Exact m/z of [M-H]-	Exact m/z of [M+Cl]-	Exact m/z of [M+OAc]-	CHEBI	LIPID MAPS	HMDB	PMID
SLM:000489756	Species	Ganglioside GD2 (d40:4)	GD2(d40:4)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C82H138N4O34	-2	1723.9806	1724.934898	1724.934349	1725.942174	1763.898056	1747.924119	1731.950353	1742.968723	1723.927621	1759.904299	1783.948751				
SLM:000489757	Species	Ganglioside GD2 (d40:5)	GD2(d40:5)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C82H136N4O34	-2	1721.9647	1722.919248	1722.918699	1723.926524	1761.882406	1745.908469	1729.934703	1740.953073	1721.911971	1757.888649	1781.933101				
SLM:000489758	Species	Ganglioside GD2 (d42:5)	GD2(d42:5)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C84H140N4O34	-2	1750.0179	1750.950548	1750.949999	1751.957824	1789.913706	1773.939769	1757.966003	1768.984373	1749.943271	1785.919949	1809.964401				
SLM:000489759	Species	Ganglioside GD2 (d44:5)	GD2(d44:5)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C86H144N4O34	-2	1778.0711	1778.981848	1778.981299	1779.989124	1817.945006	1801.971069	1785.997303	1797.015673	1777.974571	1813.951249	1837.995701				
SLM:000489760	Species	Ganglioside GD2 (d46:5)	GD2(d46:5)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C88H148N4O34	-2	1806.1242	1807.013148	1807.012599	1808.020424	1845.976306	1830.002369	1814.028603	1825.046974	1806.005872	1841.982549	1866.027001				
SLM:000489761	Species	Ganglioside GD2 (d48:5)	GD2(d48:5)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C90H152N4O34	-2	1834.1774	1835.044448	1835.0439	1836.051725	1874.007606	1858.033669	1842.059904	1853.078274	1834.037172	1870.013849	1894.058301				
SLM:000489762	Species	Ganglioside GD2 (d50:5)	GD2(d50:5)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C92H156N4O34	-2	1862.2305	1863.075748	1863.0752	1864.083025	1902.038907	1886.064969	1870.091204	1881.109574	1862.068472	1898.04515	1922.089601				
SLM:000489763	Species	Ganglioside GD2 (d52:5)	GD2(d52:5)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C94H160N4O34	-2	1890.2837	1891.107048	1891.1065	1892.114325	1930.070207	1914.096269	1898.122504	1909.140874	1890.099772	1926.07645	1950.120901				
SLM:000489764	Species	Ganglioside GD2 (d54:5)	GD2(d54:5)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C96H164N4O34	-2	1918.3369	1919.138348	1919.1378	1920.145625	1958.101507	1942.12757	1926.153804	1937.172174	1918.131072	1954.10775	1978.152201				
SLM:000489765	Species	Ganglioside GD2 (d56:5)	GD2(d56:5)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C98H168N4O34	-2	1946.39	1947.169649	1947.1691	1948.176925	1986.132807	1970.15887	1954.185104	1965.203474	1946.162372	1982.13905	2006.183502				
SLM:000489766	Species	Ganglioside GD2 (d34:2)	GD2(d34:2)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C76H130N4O34	-2	1643.8529	1644.872297	1644.871749	1645.879574	1683.835456	1667.861518	1651.887753	1662.906123	1643.865021	1679.841699	1703.88615				
SLM:000489767	Species	Ganglioside GD2 (d36:2)	GD2(d36:2)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C78H134N4O34	-2	1671.9061	1672.903598	1672.903049	1673.910874	1711.866756	1695.892819	1679.919053	1690.937423	1671.896321	1707.872999	1731.91745				
SLM:000489768	Species	Ganglioside GD2 (d38:2)	GD2(d38:2)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C80H138N4O34	-2	1699.9592	1700.934898	1700.934349	1701.942174	1739.898056	1723.924119	1707.950353	1718.968723	1699.927621	1735.904299	1759.948751				
SLM:000489769	Species	Ganglioside GD2 (d40:2)	GD2(d40:2)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C82H142N4O34	-2	1728.0124	1728.966198	1728.965649	1729.973474	1767.929356	1751.955419	1735.981653	1747.000023	1727.958921	1763.935599	1787.980051				
SLM:000489770	Species	Ganglioside GD2 (d42:2)	GD2(d42:2)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C84H146N4O34	-2	1756.0655	1756.997498	1756.996949	1758.004774	1795.960656	1779.986719	1764.012953	1775.031323	1755.990221	1791.966899	1816.011351				
SLM:000489771	Species	Ganglioside GD2 (d44:2)	GD2(d44:2)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C86H150N4O34	-2	1784.1187	1785.028798	1785.028249	1786.036074	1823.991956	1808.018019	1792.044254	1803.062624	1784.021522	1819.998199	1844.042651				
SLM:000489772	Species	Ganglioside GD2 (d31:1)	GD2(d31:1)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C73H126N4O34	-2	1603.789	1604.840997	1604.840449	1605.848274	1643.804156	1627.830218	1611.856453	1622.874823	1603.833721	1639.810399	1663.85485				
SLM:000489773	Species	Ganglioside GD2 (d33:1)	GD2(d33:1)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C75H130N4O34	-2	1631.8422	1632.872297	1632.871749	1633.879574	1671.835456	1655.861518	1639.887753	1650.906123	1631.865021	1667.841699	1691.88615				
SLM:000489774	Species	Ganglioside GD2 (d35:1)	GD2(d35:1)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C77H134N4O34	-2	1659.8954	1660.903598	1660.903049	1661.910874	1699.866756	1683.892819	1667.919053	1678.937423	1659.896321	1695.872999	1719.91745				
SLM:000489775	Species	Ganglioside GD2 (d37:1)	GD2(d37:1)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C79H138N4O34	-2	1687.9485	1688.934898	1688.934349	1689.942174	1727.898056	1711.924119	1695.950353	1706.968723	1687.927621	1723.904299	1747.948751				
SLM:000489776	Species	Ganglioside GD2 (d39:1)	GD2(d39:1)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C81H142N4O34	-2	1716.0017	1716.966198	1716.965649	1717.973474	1755.929356	1739.955419	1723.981653	1735.000023	1715.958921	1751.935599	1775.980051				
SLM:000489777	Species	Ganglioside GD2 (d32:2)	GD2(d32:2)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C74H126N4O34	-2	1615.7997	1616.840997	1616.840449	1617.848274	1655.804156	1639.830218	1623.856453	1634.874823	1615.833721	1651.810399	1675.85485				
SLM:000489778	Species	Ganglioside GD2 (d41:1)	GD2(d41:1)		SLM:000489931			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C83H146N4O34	-2	1744.0548	1744.997498	1744.996949	1746.004774	1783.960656	1767.986719	1752.012953	1763.031323	1743.990221	1779.966899	1804.011351				
SLM:000489780	Species	Ganglioside GT2 (d20:1)	GT2(d20:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C73H120N5O42	-3	1739.7438	1741.764263	1741.763715	1742.77154	1780.727421	1764.753484	1748.779719	1759.798089	1740.756987	1776.733664	1800.778116				
SLM:000489781	Species	Ganglioside GT2 (d21:1)	GT2(d21:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C74H122N5O42	-3	1753.7704	1755.779913	1755.779365	1756.78719	1794.743071	1778.769134	1762.795369	1773.813739	1754.772637	1790.749314	1814.793766				
SLM:000489782	Species	Ganglioside GT2 (d22:1)	GT2(d22:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C75H124N5O42	-3	1767.797	1769.795563	1769.795015	1770.80284	1808.758721	1792.784784	1776.811019	1787.829389	1768.788287	1804.764965	1828.809416				
SLM:000489783	Species	Ganglioside GT2 (d24:1)	GT2(d24:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C77H128N5O42	-3	1795.8502	1797.826863	1797.826315	1798.83414	1836.790022	1820.816084	1804.842319	1815.860689	1796.819587	1832.796265	1856.840716				
SLM:000489784	Species	Ganglioside GT2 (d26:1)	GT2(d26:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C79H132N5O42	-3	1823.9033	1825.858163	1825.857615	1826.86544	1864.821322	1848.847385	1832.873619	1843.891989	1824.850887	1860.827565	1884.872016				
SLM:000489785	Species	Ganglioside GT2 (d28:1)	GT2(d28:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C81H136N5O42	-3	1851.9565	1853.889464	1853.888915	1854.89674	1892.852622	1876.878685	1860.904919	1871.923289	1852.882187	1888.858865	1912.903317				
SLM:000489786	Species	Ganglioside GT2 (d30:1)	GT2(d30:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C83H140N5O42	-3	1880.0096	1881.920764	1881.920215	1882.92804	1920.883922	1904.909985	1888.936219	1899.954589	1880.913487	1916.890165	1940.934617				
SLM:000489787	Species	Ganglioside GT2 (d32:1)	GT2(d32:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C85H144N5O42	-3	1908.0628	1909.952064	1909.951515	1910.95934	1948.915222	1932.941285	1916.967519	1927.985889	1908.944787	1944.921465	1968.965917				
SLM:000489788	Species	Ganglioside GT2 (d34:1)	GT2(d34:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C87H148N5O42	-3	1936.116	1937.983364	1937.982815	1938.99064	1976.946522	1960.972585	1944.998819	1956.01719	1936.976088	1972.952765	1996.997217				
SLM:000489789	Species	Ganglioside GT2 (d36:1)	GT2(d36:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C89H152N5O42	-3	1964.1691	1966.014664	1966.014116	1967.021941	2004.977822	1989.003885	1973.03012	1984.04849	1965.007388	2000.984065	2025.028517				
SLM:000489790	Species	Ganglioside GT2 (d38:1)	GT2(d38:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C91H156N5O42	-3	1992.2223	1994.045964	1994.045416	1995.053241	2033.009123	2017.035185	2001.06142	2012.07979	1993.038688	2029.015366	2053.059817				
SLM:000489791	Species	Ganglioside GT2 (d40:1)	GT2(d40:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C93H160N5O42	-3	2020.2754	2022.077264	2022.076716	2023.084541	2061.040423	2045.066485	2029.09272	2040.11109	2021.069988	2057.046666	2081.091117				
SLM:000489792	Species	Ganglioside GT2 (d42:1)	GT2(d42:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C95H164N5O42	-3	2048.3286	2050.108564	2050.108016	2051.115841	2089.071723	2073.097786	2057.12402	2068.14239	2049.101288	2085.077966	2109.122417				
SLM:000489793	Species	Ganglioside GT2 (d44:1)	GT2(d44:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C97H168N5O42	-3	2076.3818	2078.139865	2078.139316	2079.147141	2117.103023	2101.129086	2085.15532	2096.17369	2077.132588	2113.109266	2137.153718				
SLM:000489794	Species	Ganglioside GT2 (d46:1)	GT2(d46:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C99H172N5O42	-3	2104.4349	2106.171165	2106.170616	2107.178441	2145.134323	2129.160386	2113.18662	2124.20499	2105.163888	2141.140566	2165.185018				
SLM:000489795	Species	Ganglioside GT2 (d48:1)	GT2(d48:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C101H176N5O42	-3	2132.4881	2134.202465	2134.201916	2135.209741	2173.165623	2157.191686	2141.21792	2152.23629	2133.195188	2169.171866	2193.216318				
SLM:000489796	Species	Ganglioside GT2 (d36:4)	GT2(d36:4)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C89H146N5O42	-3	1958.1215	1959.967714	1959.967165	1960.97499	1998.930872	1982.956935	1966.983169	1978.001539	1958.960437	1994.937115	2018.981567				
SLM:000489797	Species	Ganglioside GT2 (d38:4)	GT2(d38:4)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C91H150N5O42	-3	1986.1746	1987.999014	1987.998465	1989.00629	2026.962172	2010.988235	1995.01447	2006.03284	1986.991738	2022.968415	2047.012867				
SLM:000489798	Species	Ganglioside GT2 (d36:5)	GT2(d36:5)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C89H144N5O42	-3	1956.1056	1957.952064	1957.951515	1958.95934	1996.915222	1980.941285	1964.967519	1975.985889	1956.944787	1992.921465	2016.965917				
SLM:000489799	Species	Ganglioside GT2 (d38:5)	GT2(d38:5)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C91H148N5O42	-3	1984.1588	1985.983364	1985.982815	1986.99064	2024.946522	2008.972585	1992.998819	2004.01719	1984.976088	2020.952765	2044.997217				
SLM:000489800	Species	Ganglioside GT2 (d38:6)	GT2(d38:6)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C91H146N5O42	-3	1982.1429	1983.967714	1983.967165	1984.97499	2022.930872	2006.956935	1990.983169	2002.001539	1982.960437	2018.937115	2042.981567				
SLM:000489801	Species	Ganglioside GT2 (d40:6)	GT2(d40:6)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C93H150N5O42	-3	2010.196	2011.999014	2011.998465	2013.00629	2050.962172	2034.988235	2019.01447	2030.03284	2010.991738	2046.968415	2071.012867				
SLM:000489802	Species	Ganglioside GT2 (d42:6)	GT2(d42:6)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C95H154N5O42	-3	2038.2492	2040.030314	2040.029766	2041.037591	2078.993472	2063.019535	2047.04577	2058.06414	2039.023038	2074.999715	2099.044167				
SLM:000489803	Species	Ganglioside GT2 (d44:6)	GT2(d44:6)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C97H158N5O42	-3	2066.3024	2068.061614	2068.061066	2069.068891	2107.024773	2091.050835	2075.07707	2086.09544	2067.054338	2103.031016	2127.075467				
SLM:000489804	Species	Ganglioside GT2 (d46:6)	GT2(d46:6)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C99H162N5O42	-3	2094.3555	2096.092914	2096.092366	2097.100191	2135.056073	2119.082136	2103.10837	2114.12674	2095.085638	2131.062316	2155.106767				
SLM:000489805	Species	Ganglioside GT2 (d48:6)	GT2(d48:6)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C101H166N5O42	-3	2122.4087	2124.124215	2124.123666	2125.131491	2163.087373	2147.113436	2131.13967	2142.15804	2123.116938	2159.093616	2183.138067				
SLM:000489806	Species	Ganglioside GT2 (d50:6)	GT2(d50:6)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C103H170N5O42	-3	2150.4618	2152.155515	2152.154966	2153.162791	2191.118673	2175.144736	2159.17097	2170.18934	2151.148238	2187.124916	2211.169368				
SLM:000489807	Species	Ganglioside GT2 (d52:6)	GT2(d52:6)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C105H174N5O42	-3	2178.515	2180.186815	2180.186266	2181.194091	2219.149973	2203.176036	2187.20227	2198.22064	2179.179538	2215.156216	2239.200668				
SLM:000489808	Species	Ganglioside GT2 (d54:6)	GT2(d54:6)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C107H178N5O42	-3	2206.5682	2208.218115	2208.217566	2209.225391	2247.181273	2231.207336	2215.23357	2226.25194	2207.210838	2243.187516	2267.231968				
SLM:000489809	Species	Ganglioside GT2 (d56:6)	GT2(d56:6)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C109H182N5O42	-3	2234.6213	2236.249415	2236.248866	2237.256692	2275.212573	2259.238636	2243.264871	2254.283241	2235.242139	2271.218816	2295.263268				
SLM:000489810	Species	Ganglioside GT2 (d40:7)	GT2(d40:7)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C93H148N5O42	-3	2008.1802	2009.983364	2009.982815	2010.99064	2048.946522	2032.972585	2016.998819	2028.01719	2008.976088	2044.952765	2068.997217				
SLM:000489811	Species	Ganglioside GT2 (d42:7)	GT2(d42:7)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C95H152N5O42	-3	2036.2333	2038.014664	2038.014116	2039.021941	2076.977822	2061.003885	2045.03012	2056.04849	2037.007388	2072.984065	2097.028517				
SLM:000489812	Species	Ganglioside GT2 (d44:7)	GT2(d44:7)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C97H156N5O42	-3	2064.2865	2066.045964	2066.045416	2067.053241	2105.009123	2089.035185	2073.06142	2084.07979	2065.038688	2101.015366	2125.059817				
SLM:000489813	Species	Ganglioside GT2 (d46:7)	GT2(d46:7)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C99H160N5O42	-3	2092.3396	2094.077264	2094.076716	2095.084541	2133.040423	2117.066485	2101.09272	2112.11109	2093.069988	2129.046666	2153.091117				
SLM:000489814	Species	Ganglioside GT2 (d48:7)	GT2(d48:7)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C101H164N5O42	-3	2120.3928	2122.108564	2122.108016	2123.115841	2161.071723	2145.097786	2129.12402	2140.14239	2121.101288	2157.077966	2181.122417				
SLM:000489815	Species	Ganglioside GT2 (d50:7)	GT2(d50:7)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C103H168N5O42	-3	2148.446	2150.139865	2150.139316	2151.147141	2189.103023	2173.129086	2157.15532	2168.17369	2149.132588	2185.109266	2209.153718				
SLM:000489816	Species	Ganglioside GT2 (d52:7)	GT2(d52:7)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C105H172N5O42	-3	2176.4991	2178.171165	2178.170616	2179.178441	2217.134323	2201.160386	2185.18662	2196.20499	2177.163888	2213.140566	2237.185018				
SLM:000489817	Species	Ganglioside GT2 (d54:7)	GT2(d54:7)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C107H176N5O42	-3	2204.5523	2206.202465	2206.201916	2207.209741	2245.165623	2229.191686	2213.21792	2224.23629	2205.195188	2241.171866	2265.216318				
SLM:000489818	Species	Ganglioside GT2 (d34:3)	GT2(d34:3)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C87H144N5O42	-3	1932.0842	1933.952064	1933.951515	1934.95934	1972.915222	1956.941285	1940.967519	1951.985889	1932.944787	1968.921465	1992.965917				
SLM:000489819	Species	Ganglioside GT2 (d36:3)	GT2(d36:3)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C89H148N5O42	-3	1960.1374	1961.983364	1961.982815	1962.99064	2000.946522	1984.972585	1968.998819	1980.01719	1960.976088	1996.952765	2020.997217				
SLM:000489820	Species	Ganglioside GT2 (d38:3)	GT2(d38:3)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C91H152N5O42	-3	1988.1905	1990.014664	1990.014116	1991.021941	2028.977822	2013.003885	1997.03012	2008.04849	1989.007388	2024.984065	2049.028517				
SLM:000489821	Species	Ganglioside GT2 (d40:3)	GT2(d40:3)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C93H156N5O42	-3	2016.2437	2018.045964	2018.045416	2019.053241	2057.009123	2041.035185	2025.06142	2036.07979	2017.038688	2053.015366	2077.059817				
SLM:000489822	Species	Ganglioside GT2 (d40:4)	GT2(d40:4)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C93H154N5O42	-3	2014.2278	2016.030314	2016.029766	2017.037591	2054.993472	2039.019535	2023.04577	2034.06414	2015.023038	2050.999715	2075.044167				
SLM:000489823	Species	Ganglioside GT2 (d40:5)	GT2(d40:5)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C93H152N5O42	-3	2012.2119	2014.014664	2014.014116	2015.021941	2052.977822	2037.003885	2021.03012	2032.04849	2013.007388	2048.984065	2073.028517				
SLM:000489824	Species	Ganglioside GT2 (d42:5)	GT2(d42:5)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C95H156N5O42	-3	2040.2651	2042.045964	2042.045416	2043.053241	2081.009123	2065.035185	2049.06142	2060.07979	2041.038688	2077.015366	2101.059817				
SLM:000489825	Species	Ganglioside GT2 (d44:5)	GT2(d44:5)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C97H160N5O42	-3	2068.3182	2070.077264	2070.076716	2071.084541	2109.040423	2093.066485	2077.09272	2088.11109	2069.069988	2105.046666	2129.091117				
SLM:000489826	Species	Ganglioside GT2 (d46:5)	GT2(d46:5)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C99H164N5O42	-3	2096.3714	2098.108564	2098.108016	2099.115841	2137.071723	2121.097786	2105.12402	2116.14239	2097.101288	2133.077966	2157.122417				
SLM:000489827	Species	Ganglioside GT2 (d48:5)	GT2(d48:5)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C101H168N5O42	-3	2124.4246	2126.139865	2126.139316	2127.147141	2165.103023	2149.129086	2133.15532	2144.17369	2125.132588	2161.109266	2185.153718				
SLM:000489828	Species	Ganglioside GT2 (d50:5)	GT2(d50:5)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C103H172N5O42	-3	2152.4777	2154.171165	2154.170616	2155.178441	2193.134323	2177.160386	2161.18662	2172.20499	2153.163888	2189.140566	2213.185018				
SLM:000489829	Species	Ganglioside GT2 (d52:5)	GT2(d52:5)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C105H176N5O42	-3	2180.5309	2182.202465	2182.201916	2183.209741	2221.165623	2205.191686	2189.21792	2200.23629	2181.195188	2217.171866	2241.216318				
SLM:000489830	Species	Ganglioside GT2 (d54:5)	GT2(d54:5)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C107H180N5O42	-3	2208.584	2210.233765	2210.233216	2211.241041	2249.196923	2233.222986	2217.24922	2228.267591	2209.226489	2245.203166	2269.247618				
SLM:000489831	Species	Ganglioside GT2 (d56:5)	GT2(d56:5)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C109H184N5O42	-3	2236.6372	2238.265065	2238.264517	2239.272342	2277.228223	2261.254286	2245.280521	2256.298891	2237.257789	2273.234466	2297.278918				
SLM:000489832	Species	Ganglioside GT2 (d34:2)	GT2(d34:2)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C87H146N5O42	-3	1934.1001	1935.967714	1935.967165	1936.97499	1974.930872	1958.956935	1942.983169	1954.001539	1934.960437	1970.937115	1994.981567				
SLM:000489833	Species	Ganglioside GT2 (d36:2)	GT2(d36:2)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C89H150N5O42	-3	1962.1532	1963.999014	1963.998465	1965.00629	2002.962172	1986.988235	1971.01447	1982.03284	1962.991738	1998.968415	2023.012867				
SLM:000489834	Species	Ganglioside GT2 (d38:2)	GT2(d38:2)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C91H154N5O42	-3	1990.2064	1992.030314	1992.029766	1993.037591	2030.993472	2015.019535	1999.04577	2010.06414	1991.023038	2026.999715	2051.044167				
SLM:000489835	Species	Ganglioside GT2 (d40:2)	GT2(d40:2)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C93H158N5O42	-3	2018.2596	2020.061614	2020.061066	2021.068891	2059.024773	2043.050835	2027.07707	2038.09544	2019.054338	2055.031016	2079.075467				
SLM:000489836	Species	Ganglioside GT2 (d42:2)	GT2(d42:2)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C95H162N5O42	-3	2046.3127	2048.092914	2048.092366	2049.100191	2087.056073	2071.082136	2055.10837	2066.12674	2047.085638	2083.062316	2107.106767				
SLM:000489837	Species	Ganglioside GT2 (d44:2)	GT2(d44:2)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C97H166N5O42	-3	2074.3659	2076.124215	2076.123666	2077.131491	2115.087373	2099.113436	2083.13967	2094.15804	2075.116938	2111.093616	2135.138067				
SLM:000489838	Species	Ganglioside GT2 (d31:1)	GT2(d31:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C84H142N5O42	-3	1894.0362	1895.936414	1895.935865	1896.94369	1934.899572	1918.925635	1902.951869	1913.970239	1894.929137	1930.905815	1954.950267				
SLM:000489839	Species	Ganglioside GT2 (d33:1)	GT2(d33:1)		SLM:000489940			O[C@H](*)[C@H](CO[*])NC(*)=O	InChI=none	InChIKey=none	C86H146N5O42	-3	1922.0894	1923.967714	1923.967165	1924.97499	1962.930872	1946.956935	1930.983169	1942.001539	1922.960437	1958.937115	1982.981567				
